Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,temp_diff,power,torque_per_wear
2,303.3,311.8,1649,29.4,49,0,No Failure,8.5,48480.6,0.588
2,303.4,311.9,1402,50.0,54,0,No Failure,8.5,70100.0,0.9090909090909091
0,303.4,311.9,1298,63.9,59,1,Heat Dissipation Failure,8.5,82942.2,1.065
1,303.3,311.8,1441,44.9,61,0,No Failure,8.5,64700.9,0.7241935483870967
1,303.3,311.8,1489,49.4,64,0,No Failure,8.5,73556.59999999999,0.76
0,303.3,311.8,1842,24.5,67,0,No Failure,8.5,45129.0,0.3602941176470588
1,303.4,311.8,1316,50.9,69,1,Heat Dissipation Failure,8.400000000000034,66984.4,0.7271428571428571
1,303.3,311.8,1583,33.3,72,0,No Failure,8.5,52713.899999999994,0.4561643835616438
1,303.3,311.8,1548,33.5,75,0,No Failure,8.5,51858.0,0.4407894736842105
0,303.4,311.9,1434,44.6,78,0,No Failure,8.5,63956.4,0.5645569620253165
2,303.5,312.0,1397,52.9,80,0,No Failure,8.5,73901.3,0.6530864197530865
1,303.5,312.0,1475,42.9,85,0,No Failure,8.5,63277.5,0.49883720930232556
0,303.5,312.0,1441,56.8,88,0,No Failure,8.5,81848.8,0.6382022471910112
0,303.7,312.1,1363,51.8,90,1,Heat Dissipation Failure,8.400000000000034,70603.4,0.5692307692307692
0,303.7,312.2,1619,34.9,92,0,No Failure,8.5,56503.1,0.37526881720430105
0,303.7,312.2,1487,34.0,94,0,No Failure,8.5,50558.0,0.35789473684210527
0,303.7,312.2,1568,33.8,96,0,No Failure,8.5,52998.399999999994,0.34845360824742266
0,303.7,312.3,1375,46.2,98,0,No Failure,8.600000000000023,63525.00000000001,0.4666666666666667
1,303.6,312.3,1698,31.3,100,0,No Failure,8.699999999999989,53147.4,0.3099009900990099
0,303.7,312.3,1606,37.4,103,0,No Failure,8.600000000000023,60064.399999999994,0.3596153846153846
0,303.7,312.3,1349,51.0,105,0,No Failure,8.600000000000023,68799.0,0.4811320754716981
0,303.7,312.4,1535,38.6,107,0,No Failure,8.699999999999989,59251.0,0.3574074074074074
1,303.6,312.4,1504,49.5,109,0,No Failure,8.799999999999955,74448.0,0.45
0,303.5,312.3,1946,21.1,112,0,No Failure,8.800000000000011,41060.600000000006,0.18672566371681418
0,303.5,312.1,1326,55.7,114,0,No Failure,8.600000000000023,73858.2,0.48434782608695653
1,303.6,312.3,1915,22.3,116,0,No Failure,8.699999999999989,42704.5,0.19059829059829062
0,303.6,312.3,1451,43.4,119,0,No Failure,8.699999999999989,62973.4,0.36166666666666664
1,303.5,312.3,1624,34.8,121,0,No Failure,8.800000000000011,56515.2,0.2852459016393442
0,303.6,312.4,1781,28.7,124,0,No Failure,8.799999999999955,51114.7,0.2296
0,303.6,312.5,1345,54.1,126,0,No Failure,8.899999999999977,72764.5,0.4259842519685039
0,303.6,312.4,1418,46.0,128,0,No Failure,8.799999999999955,65228.0,0.35658914728682173
0,303.7,312.4,1718,26.5,130,0,No Failure,8.699999999999989,45527.0,0.20229007633587787
1,303.7,312.4,1631,28.5,132,0,No Failure,8.699999999999989,46483.5,0.21428571428571427
0,303.7,312.4,1513,40.1,135,0,No Failure,8.699999999999989,60671.3,0.2948529411764706
0,303.7,312.4,1316,59.3,137,0,No Failure,8.699999999999989,78038.8,0.42971014492753623
1,303.7,312.4,1474,38.8,139,0,No Failure,8.699999999999989,57191.2,0.27714285714285714
0,303.8,312.5,1619,30.9,142,0,No Failure,8.699999999999989,50027.1,0.21608391608391608
0,303.7,312.4,1702,31.2,144,0,No Failure,8.699999999999989,53102.4,0.21517241379310345
1,303.7,312.4,1540,37.4,146,0,No Failure,8.699999999999989,57596.0,0.254421768707483
1,303.7,312.4,1546,33.7,149,0,No Failure,8.699999999999989,52100.200000000004,0.22466666666666668
0,303.7,312.4,1348,51.0,152,0,No Failure,8.699999999999989,68748.0,0.3333333333333333
2,303.7,312.5,1520,35.6,154,0,No Failure,8.800000000000011,54112.0,0.2296774193548387
1,303.8,312.6,1527,41.9,159,0,No Failure,8.800000000000011,63981.299999999996,0.26187499999999997
1,303.8,312.6,1406,47.1,162,0,No Failure,8.800000000000011,66222.6,0.2889570552147239
0,303.7,312.5,1462,46.2,165,0,No Failure,8.800000000000011,67544.40000000001,0.27831325301204823
1,303.8,312.6,1684,29.3,167,0,No Failure,8.800000000000011,49341.200000000004,0.1744047619047619
2,303.8,312.5,1655,28.0,170,0,No Failure,8.699999999999989,46340.0,0.16374269005847952
2,303.8,312.5,1748,25.1,175,0,No Failure,8.699999999999989,43874.8,0.14261363636363636
0,303.8,312.5,1372,45.7,180,0,No Failure,8.699999999999989,62700.4,0.25248618784530386
0,303.7,312.5,1481,33.3,182,0,No Failure,8.800000000000011,49317.299999999996,0.18196721311475408
0,303.7,312.4,1512,39.2,184,0,No Failure,8.699999999999989,59270.4,0.21189189189189192
0,303.7,312.5,1632,36.6,186,0,No Failure,8.800000000000011,59731.200000000004,0.19572192513368986
0,303.7,312.4,1525,43.9,188,0,No Failure,8.699999999999989,66947.5,0.23227513227513227
1,303.7,312.3,1756,26.4,190,0,No Failure,8.600000000000023,46358.399999999994,0.1382198952879581
0,303.7,312.3,1922,23.1,193,0,No Failure,8.600000000000023,44398.200000000004,0.11907216494845362
1,303.8,312.5,1448,44.3,195,0,No Failure,8.699999999999989,64146.399999999994,0.2260204081632653
2,303.8,312.5,1447,46.6,198,0,No Failure,8.699999999999989,67430.2,0.23417085427135678
1,303.8,312.4,1597,33.4,203,0,No Failure,8.599999999999966,53339.799999999996,0.16372549019607843
1,303.7,312.4,1642,32.3,206,0,No Failure,8.699999999999989,53036.6,0.15603864734299516
2,303.8,312.5,1525,38.0,209,0,No Failure,8.699999999999989,57950.0,0.18095238095238095
2,303.6,312.4,1460,53.7,214,0,No Failure,8.799999999999955,78402.0,0.24976744186046512
0,303.6,312.3,2168,17.7,219,0,No Failure,8.699999999999989,38373.6,0.08045454545454545
0,303.6,312.4,1388,41.9,221,0,No Failure,8.799999999999955,58157.2,0.18873873873873873
1,303.6,312.3,1630,32.4,223,0,No Failure,8.699999999999989,52812.0,0.14464285714285713
0,303.6,312.3,1616,29.3,226,0,No Failure,8.699999999999989,47348.8,0.1290748898678414
0,303.6,312.4,2232,16.8,0,0,No Failure,8.799999999999955,37497.6,16.8
2,303.6,312.4,1480,50.7,2,0,No Failure,8.799999999999955,75036.0,16.900000000000002
0,303.6,312.4,1363,53.1,7,0,No Failure,8.799999999999955,72375.3,6.6375
2,303.6,312.4,1436,45.6,9,0,No Failure,8.799999999999955,65481.6,4.5600000000000005
1,303.6,312.5,1607,33.7,14,0,No Failure,8.899999999999977,54155.9,2.246666666666667
1,303.6,312.5,1459,48.2,17,0,No Failure,8.899999999999977,70323.8,2.677777777777778
0,303.5,312.4,1481,43.7,20,0,No Failure,8.899999999999977,64719.700000000004,2.080952380952381
1,303.5,312.4,1606,31.7,22,0,No Failure,8.899999999999977,50910.2,1.3782608695652174
0,303.5,312.3,1681,29.8,25,0,No Failure,8.800000000000011,50093.8,1.146153846153846
0,303.5,312.2,1511,37.1,27,0,No Failure,8.699999999999989,56058.1,1.325
1,303.5,312.3,1593,35.2,29,0,No Failure,8.800000000000011,56073.600000000006,1.1733333333333333
1,303.5,312.3,1532,41.7,32,0,No Failure,8.800000000000011,63884.4,1.2636363636363637
2,303.5,312.3,1386,49.0,35,0,No Failure,8.800000000000011,67914.0,1.3611111111111112
2,303.4,312.3,1769,27.9,40,0,No Failure,8.900000000000034,49355.1,0.6804878048780487
1,303.4,312.2,1561,38.2,45,0,No Failure,8.800000000000011,59630.200000000004,0.8304347826086957
0,303.3,312.2,1457,40.7,48,0,No Failure,8.899999999999977,59299.9,0.8306122448979593
0,303.3,312.2,1506,40.0,50,0,No Failure,8.899999999999977,60240.0,0.7843137254901961
0,303.4,312.2,1337,69.4,52,1,Power Failure,8.800000000000011,92787.8,1.309433962264151
0,303.4,312.3,1287,54.8,54,0,No Failure,8.900000000000034,70527.59999999999,0.9963636363636363
1,303.4,312.2,1615,35.7,56,0,No Failure,8.800000000000011,57655.50000000001,0.6263157894736843
1,303.4,312.2,1972,23.5,59,0,No Failure,8.800000000000011,46342.0,0.39166666666666666
2,303.4,312.3,1522,42.1,62,0,No Failure,8.900000000000034,64076.200000000004,0.6682539682539683
0,303.4,312.3,1680,30.6,67,0,No Failure,8.900000000000034,51408.0,0.45
0,303.4,312.3,1502,36.0,69,0,No Failure,8.900000000000034,54072.0,0.5142857142857142
1,303.5,312.3,1543,33.3,71,0,No Failure,8.800000000000011,51381.899999999994,0.46249999999999997
0,303.5,312.3,1584,35.2,74,0,No Failure,8.800000000000011,55756.8,0.4693333333333334
0,303.5,312.4,1340,44.5,76,0,No Failure,8.899999999999977,59630.0,0.577922077922078
0,303.4,312.3,1663,33.9,78,0,No Failure,8.900000000000034,56375.7,0.42911392405063287
1,303.3,312.1,1693,30.0,80,0,No Failure,8.800000000000011,50790.0,0.37037037037037035
0,303.3,312.1,1418,44.7,83,0,No Failure,8.800000000000011,63384.600000000006,0.5321428571428571
2,303.4,312.2,1554,36.8,85,0,No Failure,8.800000000000011,57187.2,0.42790697674418604
0,303.4,312.2,1580,35.8,90,0,No Failure,8.800000000000011,56563.99999999999,0.3934065934065934
0,303.4,312.3,1479,42.8,92,0,No Failure,8.900000000000034,63301.2,0.46021505376344085
0,303.5,312.4,1284,70.6,94,1,Power Failure,8.899999999999977,90650.4,0.743157894736842
0,303.4,312.3,1540,38.7,96,0,No Failure,8.900000000000034,59598.00000000001,0.3989690721649485
1,303.5,312.4,1606,30.1,98,0,No Failure,8.899999999999977,48340.600000000006,0.30404040404040406
0,303.6,312.5,1286,62.4,101,0,No Failure,8.899999999999977,80246.4,0.6117647058823529
0,303.6,312.6,1502,39.5,103,0,No Failure,9.0,59329.0,0.3798076923076923
1,303.6,312.7,1699,31.5,105,0,No Failure,9.099999999999966,53518.5,0.2971698113207547
0,303.5,312.6,1602,34.2,108,0,No Failure,9.100000000000023,54788.4,0.3137614678899083
2,303.6,312.6,1436,42.0,110,0,No Failure,9.0,60312.0,0.3783783783783784
1,303.6,312.7,1765,27.5,115,0,No Failure,9.099999999999966,48537.5,0.23706896551724138
0,303.6,312.7,1418,44.1,118,0,No Failure,9.099999999999966,62533.8,0.37058823529411766
1,303.7,312.7,1669,31.7,120,0,No Failure,9.0,52907.299999999996,0.26198347107438014
0,303.7,312.7,1395,53.9,123,0,No Failure,9.0,75190.5,0.4346774193548387
1,303.8,312.7,1500,41.7,125,0,No Failure,8.899999999999977,62550.00000000001,0.330952380952381
1,303.8,312.7,1555,33.4,128,0,No Failure,8.899999999999977,51937.0,0.2589147286821705
1,303.8,312.7,1919,20.2,131,0,No Failure,8.899999999999977,38763.799999999996,0.15303030303030302
0,303.8,312.7,1596,36.6,134,0,No Failure,8.899999999999977,58413.600000000006,0.27111111111111114
1,303.8,312.7,1374,53.6,136,0,No Failure,8.899999999999977,73646.40000000001,0.39124087591240875
0,303.7,312.5,1670,26.1,139,0,No Failure,8.800000000000011,43587.0,0.18642857142857144
0,303.7,312.6,1702,29.1,141,0,No Failure,8.900000000000034,49528.200000000004,0.20492957746478874
1,303.8,312.5,1366,45.1,143,0,No Failure,8.699999999999989,61606.6,0.31319444444444444
1,303.8,312.5,2344,15.2,146,0,No Failure,8.699999999999989,35628.799999999996,0.10340136054421768
1,303.8,312.6,1768,23.9,149,0,No Failure,8.800000000000011,42255.2,0.15933333333333333
0,303.8,312.5,1523,47.0,152,0,No Failure,8.699999999999989,71581.0,0.30718954248366015
0,303.8,312.6,1735,25.9,154,0,No Failure,8.800000000000011,44936.5,0.16709677419354838
0,303.9,312.7,1339,62.3,156,0,No Failure,8.800000000000011,83419.7,0.3968152866242038
0,303.9,312.7,1800,24.3,158,0,No Failure,8.800000000000011,43740.0,0.15283018867924528
1,304.0,312.7,1456,51.2,160,0,No Failure,8.699999999999989,74547.2,0.31801242236024846
0,303.9,312.7,1789,24.4,163,0,No Failure,8.800000000000011,43651.6,0.14878048780487804
0,303.9,312.7,1602,33.9,165,0,No Failure,8.800000000000011,54307.799999999996,0.20421686746987952
1,303.8,312.7,1364,49.3,167,0,No Failure,8.899999999999977,67245.2,0.2934523809523809
0,303.8,312.6,1793,28.1,170,0,No Failure,8.800000000000011,50383.3,0.16432748538011696
0,303.9,312.6,1426,53.4,172,0,No Failure,8.700000000000045,76148.4,0.3086705202312139
1,303.9,312.7,1485,43.3,174,0,No Failure,8.800000000000011,64300.49999999999,0.24742857142857141
0,303.9,312.7,1528,38.4,177,0,No Failure,8.800000000000011,58675.2,0.2157303370786517
0,303.8,312.6,1565,36.0,179,0,No Failure,8.800000000000011,56340.0,0.2
0,303.8,312.7,1838,27.8,181,0,No Failure,8.899999999999977,51096.4,0.15274725274725276
2,303.8,312.6,1811,24.9,183,0,No Failure,8.800000000000011,45093.899999999994,0.13532608695652174
0,303.8,312.7,1461,38.2,188,0,No Failure,8.899999999999977,55810.200000000004,0.20211640211640214
0,303.8,312.7,1414,41.7,190,0,No Failure,8.899999999999977,58963.8,0.21832460732984293
0,303.7,312.7,1426,45.5,192,0,No Failure,9.0,64883.0,0.23575129533678757
0,303.7,312.7,1359,56.8,194,1,Overstrain Failure,9.0,77191.2,0.29128205128205126
0,303.7,312.7,1540,44.8,196,0,No Failure,9.0,68992.0,0.22741116751269033
0,303.6,312.7,1429,47.7,198,0,No Failure,9.099999999999966,68163.3,0.23969849246231156
1,303.7,312.7,1612,36.3,200,0,No Failure,9.0,58515.6,0.1805970149253731
1,303.7,312.8,1685,31.8,203,0,No Failure,9.100000000000023,53583.0,0.15588235294117647
1,303.7,312.8,1558,37.7,206,0,No Failure,9.100000000000023,58736.600000000006,0.1821256038647343
0,303.7,313.0,1811,24.3,209,0,No Failure,9.300000000000011,44007.3,0.11571428571428571
0,303.8,313.1,1869,25.8,211,0,No Failure,9.300000000000011,48220.200000000004,0.12169811320754717
0,303.8,313.1,1256,58.7,213,1,Overstrain Failure,9.300000000000011,73727.2,0.27429906542056076
1,303.8,313.0,1789,23.5,215,0,No Failure,9.199999999999989,42041.5,0.1087962962962963
0,303.7,312.9,1502,40.5,0,0,No Failure,9.199999999999989,60831.0,40.5
1,303.7,313.0,1303,54.4,2,0,No Failure,9.300000000000011,70883.2,18.133333333333333
0,303.8,313.1,2497,13.0,5,1,Power Failure,9.300000000000011,32461.0,2.1666666666666665
0,303.9,313.2,1499,37.4,7,0,No Failure,9.300000000000011,56062.6,4.675
0,303.9,313.2,1393,46.5,9,0,No Failure,9.300000000000011,64774.5,4.65
1,303.9,313.0,1475,41.0,11,0,No Failure,9.100000000000023,60475.0,3.4166666666666665
0,303.8,312.9,1573,34.6,14,0,No Failure,9.099999999999966,54425.8,2.3066666666666666
0,303.8,312.9,1819,23.7,16,0,No Failure,9.099999999999966,43110.299999999996,1.3941176470588235
1,303.5,312.6,1642,29.4,18,0,No Failure,9.100000000000023,48274.799999999996,1.5473684210526315
0,303.6,312.6,1540,39.8,21,0,No Failure,9.0,61291.99999999999,1.8090909090909089
1,303.6,312.8,1400,43.2,23,0,No Failure,9.199999999999989,60480.00000000001,1.8
1,303.6,312.8,2659,11.4,26,1,Power Failure,9.199999999999989,30312.600000000002,0.4222222222222222
1,303.6,312.8,1825,25.2,29,0,No Failure,9.199999999999989,45990.0,0.84
1,303.7,312.9,1532,41.3,32,0,No Failure,9.199999999999989,63271.6,1.2515151515151515
0,303.7,312.8,1832,23.6,35,0,No Failure,9.100000000000023,43235.200000000004,0.6555555555555556
1,303.6,312.7,2174,17.6,37,0,No Failure,9.099999999999966,38262.4,0.46315789473684216
0,303.7,312.8,1627,31.7,40,0,No Failure,9.100000000000023,51575.9,0.7731707317073171
0,303.7,312.8,1437,51.3,42,0,No Failure,9.100000000000023,73718.09999999999,1.1930232558139535
0,303.7,312.8,1364,46.3,44,0,No Failure,9.100000000000023,63153.2,1.0288888888888887
1,303.7,312.9,1444,52.7,46,0,No Failure,9.199999999999989,76098.8,1.1212765957446809
1,303.7,312.8,1366,47.3,49,0,No Failure,9.100000000000023,64611.799999999996,0.946
0,303.8,312.9,1442,48.3,52,0,No Failure,9.099999999999966,69648.59999999999,0.911320754716981
2,303.7,312.8,1488,42.8,54,0,No Failure,9.100000000000023,63686.399999999994,0.7781818181818181
0,303.7,312.8,1523,40.7,59,0,No Failure,9.100000000000023,61986.100000000006,0.6783333333333333
0,303.7,312.8,1543,38.3,61,0,No Failure,9.100000000000023,59096.899999999994,0.6177419354838709
1,303.7,312.8,1634,33.8,63,0,No Failure,9.100000000000023,55229.2,0.528125
1,303.8,312.9,1815,27.8,66,0,No Failure,9.099999999999966,50457.0,0.41492537313432837
1,303.8,312.9,1594,35.2,69,0,No Failure,9.099999999999966,56108.8,0.5028571428571429
0,303.8,313.0,1452,38.6,72,0,No Failure,9.199999999999989,56047.200000000004,0.5287671232876713
0,303.9,313.0,1759,28.4,74,0,No Failure,9.100000000000023,49955.6,0.37866666666666665
0,303.9,313.0,1408,47.5,76,0,No Failure,9.100000000000023,66880.0,0.6168831168831169
0,303.9,313.0,1483,45.0,78,0,No Failure,9.100000000000023,66735.0,0.569620253164557
1,303.9,313.0,1620,36.6,80,0,No Failure,9.100000000000023,59292.0,0.4518518518518519
1,304.0,313.1,1466,39.5,83,0,No Failure,9.100000000000023,57907.0,0.47023809523809523
0,304.1,313.1,1556,36.3,86,0,No Failure,9.0,56482.799999999996,0.4172413793103448
0,304.0,313.0,1350,61.1,88,0,No Failure,9.0,82485.0,0.6865168539325843
0,304.0,313.1,1404,47.1,90,0,No Failure,9.100000000000023,66128.40000000001,0.5175824175824176
1,304.0,313.0,1575,34.5,92,0,No Failure,9.0,54337.5,0.3709677419354839
0,303.9,313.1,1639,29.0,95,0,No Failure,9.200000000000045,47531.0,0.3020833333333333
1,303.9,313.1,1473,42.8,97,0,No Failure,9.200000000000045,63044.399999999994,0.436734693877551
0,303.9,313.2,1481,40.0,100,0,No Failure,9.300000000000011,59240.0,0.39603960396039606
0,304.0,313.3,1294,54.6,102,0,No Failure,9.300000000000011,70652.40000000001,0.5300970873786408
1,303.9,313.2,1630,29.3,104,0,No Failure,9.300000000000011,47759.0,0.27904761904761904
1,303.9,313.2,1624,39.8,107,0,No Failure,9.300000000000011,64635.2,0.36851851851851847
1,303.9,313.1,1437,48.3,110,0,No Failure,9.200000000000045,69407.09999999999,0.43513513513513513
1,303.8,313.0,1514,45.0,113,0,No Failure,9.199999999999989,68130.0,0.39473684210526316
1,304.0,313.1,1694,31.4,116,0,No Failure,9.100000000000023,53191.6,0.26837606837606837
0,304.0,313.1,1564,50.9,119,0,No Failure,9.100000000000023,79607.59999999999,0.42416666666666664
1,303.9,313.1,1514,41.1,121,0,No Failure,9.200000000000045,62225.4,0.3368852459016394
1,304.0,313.2,1500,40.6,124,0,No Failure,9.199999999999989,60900.0,0.32480000000000003
0,304.0,313.2,1615,37.8,127,0,No Failure,9.199999999999989,61046.99999999999,0.2953125
1,304.1,313.2,1586,41.1,129,0,No Failure,9.099999999999966,65184.600000000006,0.3161538461538462
0,304.1,313.3,1732,28.5,132,0,No Failure,9.199999999999989,49362.0,0.21428571428571427
2,304.1,313.3,1689,32.5,134,0,No Failure,9.199999999999989,54892.5,0.24074074074074073
2,304.1,313.2,1586,34.6,139,0,No Failure,9.099999999999966,54875.600000000006,0.24714285714285716
0,304.0,313.2,1314,47.1,144,0,No Failure,9.199999999999989,61889.4,0.32482758620689656
0,304.1,313.2,1569,35.8,146,0,No Failure,9.099999999999966,56170.2,0.24353741496598638
0,304.1,313.2,1468,39.4,148,0,No Failure,9.099999999999966,57839.2,0.2644295302013423
0,304.1,313.2,1412,47.5,150,0,No Failure,9.099999999999966,67070.0,0.31456953642384106
1,304.1,313.2,1510,46.9,152,0,No Failure,9.099999999999966,70819.0,0.30653594771241827
1,304.1,313.2,1410,42.4,155,0,No Failure,9.099999999999966,59784.0,0.2717948717948718
1,304.1,313.3,1680,29.3,158,0,No Failure,9.199999999999989,49224.0,0.18427672955974844
2,304.0,313.2,1271,68.6,161,1,Power Failure,9.199999999999989,87190.59999999999,0.42345679012345677
2,304.0,313.1,1472,45.5,166,0,No Failure,9.100000000000023,66976.0,0.27245508982035926
2,304.0,313.0,1701,30.4,171,0,No Failure,9.0,51710.399999999994,0.17674418604651163
0,303.9,313.0,1480,39.9,176,0,No Failure,9.100000000000023,59052.0,0.22542372881355932
0,303.9,313.0,1433,48.4,178,0,No Failure,9.100000000000023,69357.2,0.27039106145251396
0,303.8,312.9,1514,34.3,180,0,No Failure,9.099999999999966,51930.2,0.18950276243093922
0,303.8,312.9,1619,35.7,182,0,No Failure,9.099999999999966,57798.3,0.19508196721311477
2,303.8,312.9,1378,45.6,184,0,No Failure,9.099999999999966,62836.8,0.2464864864864865
1,303.9,312.9,1430,53.5,189,0,No Failure,9.0,76505.0,0.28157894736842104
0,303.8,312.9,1367,49.9,192,0,No Failure,9.099999999999966,68213.3,0.25854922279792747
0,303.9,312.9,1526,42.5,194,0,No Failure,9.0,64855.0,0.21794871794871795
0,303.9,312.8,1419,47.9,196,0,No Failure,8.900000000000034,67970.09999999999,0.2431472081218274
0,304.0,312.8,1542,42.7,198,0,No Failure,8.800000000000011,65843.40000000001,0.21457286432160805
0,304.0,312.9,1363,62.5,200,1,Overstrain Failure,8.899999999999977,85187.5,0.31094527363184077
0,304.0,312.9,1313,53.9,202,0,No Failure,8.899999999999977,70770.7,0.2655172413793103
2,304.0,312.9,1495,46.6,0,0,No Failure,8.899999999999977,69667.0,46.6
0,304.0,313.0,1407,42.1,5,0,No Failure,9.0,59234.700000000004,7.016666666666667
0,304.1,313.0,1566,37.2,7,0,No Failure,8.899999999999977,58255.200000000004,4.65
0,304.1,313.1,1550,30.9,9,0,No Failure,9.0,47895.0,3.09
1,304.2,313.2,1396,50.5,11,0,No Failure,9.0,70498.0,4.208333333333333
1,304.3,313.3,1540,39.0,14,0,No Failure,9.0,60060.0,2.6
1,304.2,313.2,1380,48.7,17,0,No Failure,9.0,67206.0,2.7055555555555557
1,304.2,313.1,1608,31.1,20,0,No Failure,8.900000000000034,50008.8,1.480952380952381
2,304.2,313.0,1442,40.9,23,0,No Failure,8.800000000000011,58977.799999999996,1.7041666666666666
0,304.1,313.0,1408,45.3,28,0,No Failure,8.899999999999977,63782.399999999994,1.5620689655172413
1,304.0,313.0,1454,46.8,30,0,No Failure,9.0,68047.2,1.5096774193548386
0,304.1,313.1,1666,34.6,33,0,No Failure,9.0,57643.600000000006,1.0176470588235293
0,304.1,313.2,1366,46.6,35,0,No Failure,9.099999999999966,63655.6,1.2944444444444445
0,304.2,313.2,1464,44.9,37,0,No Failure,9.0,65733.59999999999,1.181578947368421
0,304.3,313.3,1775,24.9,39,0,No Failure,9.0,44197.5,0.6224999999999999
1,304.3,313.4,1482,43.8,41,0,No Failure,9.099999999999966,64911.6,1.0428571428571427
1,304.2,313.4,1411,54.8,44,0,No Failure,9.199999999999989,77322.8,1.2177777777777776
0,304.2,313.3,1410,51.6,47,0,No Failure,9.100000000000023,72756.0,1.075
1,304.1,313.3,1494,39.0,49,0,No Failure,9.199999999999989,58266.0,0.78
2,304.1,313.2,1590,43.4,52,0,No Failure,9.099999999999966,69006.0,0.8188679245283018
0,304.1,313.1,1327,54.1,57,0,No Failure,9.0,71790.7,0.9327586206896552
0,304.1,313.1,1969,20.8,59,0,No Failure,9.0,40955.200000000004,0.3466666666666667
1,304.0,313.0,1377,56.0,61,0,No Failure,9.0,77112.0,0.9032258064516129
0,304.0,313.0,1541,45.9,64,0,No Failure,9.0,70731.9,0.7061538461538461
1,304.0,313.0,1685,28.2,66,0,No Failure,9.0,47517.0,0.4208955223880597
0,304.0,313.1,1465,41.0,69,0,No Failure,9.100000000000023,60065.0,0.5857142857142857
1,303.9,313.1,1483,47.2,71,0,No Failure,9.200000000000045,69997.6,0.6555555555555556
1,303.9,313.2,1570,40.7,74,0,No Failure,9.300000000000011,63899.00000000001,0.5426666666666667
0,303.9,313.2,1345,48.2,77,0,No Failure,9.300000000000011,64829.00000000001,0.617948717948718
1,303.9,313.2,1608,40.6,79,0,No Failure,9.300000000000011,65284.8,0.5075000000000001
1,304.0,313.3,1415,52.8,82,0,No Failure,9.300000000000011,74712.0,0.636144578313253
1,304.1,313.5,1470,45.8,85,0,No Failure,9.399999999999977,67326.0,0.5325581395348837
1,304.1,313.5,1428,39.9,88,0,No Failure,9.399999999999977,56977.2,0.44831460674157303
2,304.2,313.5,1627,32.2,91,0,No Failure,9.300000000000011,52389.4,0.35000000000000003
0,304.2,313.4,1457,49.4,96,0,No Failure,9.199999999999989,71975.8,0.5092783505154639
0,304.2,313.4,1475,40.2,98,0,No Failure,9.199999999999989,59295.00000000001,0.40606060606060607
0,304.2,313.5,1438,50.1,100,0,No Failure,9.300000000000011,72043.8,0.49603960396039604
1,304.2,313.5,1437,47.2,102,0,No Failure,9.300000000000011,67826.40000000001,0.45825242718446607
1,304.1,313.4,1518,42.4,105,0,No Failure,9.299999999999955,64363.2,0.39999999999999997
1,304.1,313.5,1587,33.6,108,0,No Failure,9.399999999999977,53323.200000000004,0.30825688073394497
0,304.1,313.4,1399,43.7,111,0,No Failure,9.299999999999955,61136.3,0.39017857142857143
0,304.1,313.5,1469,44.6,113,0,No Failure,9.399999999999977,65517.4,0.3912280701754386
0,304.1,313.4,1374,56.6,115,0,No Failure,9.299999999999955,77768.40000000001,0.48793103448275865
0,304.0,313.3,1519,36.7,117,0,No Failure,9.300000000000011,55747.3,0.3110169491525424
0,303.9,313.2,1540,44.4,119,0,No Failure,9.300000000000011,68376.0,0.37
0,303.9,313.3,1394,51.6,121,0,No Failure,9.400000000000034,71930.40000000001,0.42295081967213116
1,304.0,313.4,1389,45.8,123,0,No Failure,9.399999999999977,63616.2,0.3693548387096774
1,304.0,313.5,1732,26.2,126,0,No Failure,9.5,45378.4,0.20629921259842518
0,304.1,313.6,1556,37.4,129,0,No Failure,9.5,58194.399999999994,0.2876923076923077
1,304.1,313.6,1441,43.7,131,0,No Failure,9.5,62971.700000000004,0.33106060606060606
0,304.1,313.6,1382,46.7,134,0,No Failure,9.5,64539.4,0.34592592592592597
1,304.2,313.8,1481,44.9,136,0,No Failure,9.600000000000023,66496.9,0.32773722627737223
1,304.2,313.7,2113,18.4,139,0,No Failure,9.5,38879.2,0.13142857142857142
0,304.2,313.8,1401,53.9,142,0,No Failure,9.600000000000023,75513.9,0.3769230769230769
0,304.1,313.6,1611,31.4,144,0,No Failure,9.5,50585.399999999994,0.21655172413793103
1,304.2,313.6,1512,33.4,146,0,No Failure,9.400000000000034,50500.799999999996,0.22721088435374148
0,304.2,313.6,1411,46.0,149,0,No Failure,9.400000000000034,64906.0,0.30666666666666664
1,304.2,313.6,1424,43.7,151,0,No Failure,9.400000000000034,62228.8,0.28750000000000003
0,304.2,313.6,1469,40.0,154,0,No Failure,9.400000000000034,58760.0,0.25806451612903225
2,304.2,313.5,1684,29.8,156,0,No Failure,9.300000000000011,50183.200000000004,0.18980891719745224
1,304.2,313.5,1532,41.3,161,0,No Failure,9.300000000000011,63271.6,0.25493827160493826
1,304.2,313.5,1557,37.3,164,0,No Failure,9.300000000000011,58076.1,0.22606060606060605
1,304.3,313.5,1416,48.1,167,0,No Failure,9.199999999999989,68109.6,0.2863095238095238
0,304.3,313.5,1802,25.4,170,0,No Failure,9.199999999999989,45770.799999999996,0.1485380116959064
1,304.3,313.5,2245,15.1,172,0,No Failure,9.199999999999989,33899.5,0.08728323699421965
0,304.2,313.4,1434,42.5,175,0,No Failure,9.199999999999989,60945.0,0.24147727272727273
